stratum,speaker,party,datum,ft_score,base_label,text,human_label,notes
praesidium,Vizepräsident Frank Lortz,,2020-05-27,0.8406,NON_HATE,"Frau Kollegin Anders, seien Sie bitte so lieb und sagen es 
dann in fünf Minuten dort hinten. Sie müssen zum Schluss 
kommen.",,
praesidium,Vizepräsident Frank Lortz,,2021-09-29,0.8399,NON_HATE,"Vielen Dank, Frau Kollegin Papst-Dippel.  Der nächste 
Redner ist Abg. Dr. Bartelt, CDU-Fraktion. Ralf-Norbert, 
bitte.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-12-13,0.8398,NON_HATE,"Für die Landesregierung erteile ich nun Herrn Innenminister 
Beuth das Wort.",,
praesidium,Präsidentin Astrid Wallmann,,2022-07-13,0.8384,NON_HATE,"Vielen Dank.  Als Nächstem darf ich Herrn Pürsün für die 
Freien Demokraten das Wort erteilen.",,
praesidium,Präsident Boris Rhein,,2021-04-27,0.8364,NON_HATE,"Vielen Dank.  Die nächste Nachfrage stellt der Kollege 
May.",,
praesidium,Präsident Boris Rhein,,2021-05-20,0.8346,NON_HATE,"Vielen Dank, Herr Kollege Scholz.  Weitere Wortmeldungen 
liegen mir nicht vor.  Ach doch, der Kollege Schwarz 
und Kollege Promny.  Herr Kollege Schwarz, bitte schön.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-12-12,0.833,NON_HATE,"Für die Landesregierung darf ich nun Herrn Klose das 
Wort erteilen.",,
praesidium,Präsident Boris Rhein,,2020-05-28,0.8279,NON_HATE,"Danke schön, Herr Kollege.  Ich darf für die Landesregierung 
Herrn Staatsminister Prof. Lorz das Wort erteilen.",,
praesidium,Präsident Boris Rhein,,2019-10-29,0.8265,NON_HATE,"Herzlichen Dank, Herr Staatsminister.  Kollege Bocklet 
stellt die nächste Frage.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-03-30,0.8246,NON_HATE,"Als Nächsten bitte ich nun Herrn Enners von der AfD ans 
Rednerpult.",,
praesidium,Präsidentin Astrid Wallmann,,2022-06-01,0.8244,NON_HATE,"Vielen Dank.  Als Nächster ist Stefan Müller von der FDP 
an der Reihe.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-07-02,0.8206,NON_HATE,"Für die Landesregierung erteile ich Herrn Sozialminister 
Klose das Wort.",,
praesidium,Präsident Boris Rhein,,2019-09-05,0.8184,NON_HATE,"Vielen Dank, Herr Kollege Frömmrich.  Nächster Redner 
ist Kollege Hermann Schaus für die Fraktion DIE LINKE.",,
praesidium,Präsidentin Astrid Wallmann,,2022-10-11,0.816,NON_HATE,"Vielen Dank.  Ich darf das Wort an Frau Ministerin Dorn 
geben.",,
praesidium,Präsidentin Astrid Wallmann,,2022-07-13,0.8144,NON_HATE,"Vielen Dank.  Als Nächstem darf ich Herrn Abg. Sebastian 
Müller von der CDU-Fraktion das Wort geben.",,
praesidium,Vizepräsident Frank Lortz,,2019-04-04,0.8132,NON_HATE,"Vielen Dank, Kollege Dr. Bürger.  Das Wort hat die Wissenschaftsministerin, 
Frau Staatsministerin Dorn. Angela, 
bitte.",,
praesidium,Vizepräsidentin Karin Müller,,2022-11-17,0.813,NON_HATE,"Vielen Dank, Herr Abg. Bocklet.  Für die Landesregierung 
hat jetzt Staatsminister Klose das Wort. Vorher bitte 
ich um ein bisschen mehr Ruhe.",,
praesidium,Präsident Boris Rhein,,2020-06-23,0.8111,NON_HATE,"Vielen Dank, Herr Kollege Schenk.  Der nächste Redner 
ist Herr Abg. Dr. Wilken für die Fraktion DIE LINKE.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-11-17,0.8109,NON_HATE,"Vielen Dank.  Weitere Wortmeldungen aus den Fraktionen 
liegen nicht vor, sodass Herr Staatsminister Klose nunmehr 
das Pult als seines ansieht.",,
praesidium,Präsident Boris Rhein,,2019-06-18,0.8086,NON_HATE,"Vielen Dank, Kollege Pürsün.  Nächste Rednerin ist Frau 
Abg. Böhm für die Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-03-31,0.8073,NON_HATE,"Lassen Sie die Rednerin bitte ausreden. Ich bitte um Ruhe 
im Plenarsaal. Wir haben unsere Ohren an den Ausführungen 
der Rednerin.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2020-01-29,0.8039,NON_HATE,"Vielen herzlichen Dank.  Die Redezeit der AfD ist geteilt. 
Zunächst spricht der Kollege Gagel. Er ist schon on the 
road again.",,
praesidium,Vizepräsidentin Karin Müller,,2019-05-23,0.8039,NON_HATE,"Frau Kollegin Bächle-Scholz, Sie müssen zum Schluss Ihrer 
Rede kommen.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2020-01-29,0.8039,NON_HATE,"Vielen herzlichen Dank.  Frau Kollegin Sönmez kommt 
gleich hinterher. Ich würde vom Gefühl her sagen, dass eigentlich 
die elf Minuten von Ihrer Fraktion um sind. Aber 
Sie haben trotzdem noch fünf Minuten, bevor Sie den anderen 
etwas wegnehmen.",,
praesidium,Präsident Boris Rhein,,2020-09-01,0.8024,NON_HATE,"Vielen Dank, Herr Minister.  Gibt es Zusatzfragen?  Eine 
Zusatzfrage durch den Kollegen Frömmrich.",,
praesidium,Präsident Boris Rhein,,2019-12-12,0.7975,NON_HATE,"Vielen Dank, Frau Kollegin Heitland.  Nächste Rednerin 
ist Frau Abg. Böhm für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2021-12-14,0.7972,NON_HATE,"Vielen Dank, Frau Brünnel.  Nächste Rednerin ist die 
Kollegin Böhm für die Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Karin Müller,,2020-09-01,0.7953,NON_HATE,"Herr Abg. Schwarz, der Blick auf die Uhr muss Sie jetzt 
zum Schluss kommen lassen.",,
praesidium,Vizepräsident Frank Lortz,,2020-06-24,0.7951,NON_HATE,"Vielen Dank.  Nächster Redner ist der Abg. Heidkamp für 
die AfD.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-09-19,0.7945,NON_HATE,Für die FDP-Fraktion erhält nun Herr Dr. Naas das Wort.,,
praesidium,Präsident Boris Rhein,,2021-06-17,0.7921,NON_HATE,"Vielen Dank, Herr Müller.  Der nächste Redner ist Herr 
Abg. Schaus für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2019-06-17,0.7921,NON_HATE,"Vielen Dank, Frau Kollegin.  Die nächste Rednerin ist 
Frau Abg. Böhm für die Fraktion DIE LINKE.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2019-09-04,0.7909,NON_HATE,"Vielen Dank.  Nun gebe ich das Wort dem Kollegen der 
SPD, Herrn Torsten Warnecke. Wie gesagt, die Redezeit 
beträgt zehn Minuten; sie muss aber nicht ausgeschöpft 
werden.",,
praesidium,Vizepräsident Frank Lortz,,2023-01-25,0.7889,NON_HATE,"Frau Ministerin, herzlichen Dank.  Das Wort hat der Kollege 
Kaffenberger, SPD-Fraktion.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2020-11-12,0.7865,NON_HATE,"Danke, Herr Gagel.  Als Nächstem erteile ich dem fraktionslosen 
Abgeordneten Herrn Kahnt das Wort.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2021-11-11,0.7851,NON_HATE,"Herr Kollege, herzlichen Dank für Ihren Beitrag.  Als 
Nächsten darf ich Herrn Kollegen Eckert bitten, zum Pult 
zu schreiten. Sie haben das Wort. 

(Unruhe) 

 Wir sollten jetzt bitte Herrn Kollegen Eckert unsere Aufmerksamkeit 
widmen.",,
praesidium,Präsident Boris Rhein,,2019-09-25,0.7825,NON_HATE,"Vielen Dank, Herr Kollege Kahnt.  Nächste Rednerin ist 
die Abg. Elisabeth Kula für die Fraktion DIE LINKE.",,
praesidium,Präsidentin Astrid Wallmann,,2023-05-24,0.7823,NON_HATE,Vielen Dank.  Als Nächsten darf ich Herrn Abg. Martinvon BÜNDNIS 90/DIE GRÜNEN ans Rednerpult bitten.,,
praesidium,Präsident Boris Rhein,,2021-05-19,0.7817,NON_HATE,"Vielen Dank, Herr Pürsün.  Nächste Rednerin ist die Abg. 
Böhm für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2020-06-23,0.7817,NON_HATE,"Vielen Dank, Herr Richter.  Nächste Rednerin ist die Abg. 
Böhm für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2019-04-04,0.7736,NON_HATE,"Vielen herzlichen Dank, Herr Kollege Dr. Bartelt.  Nächste 
Rednerin ist die Abg. Papst-Dippel für die Fraktion der 
AfD.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2020-09-03,0.7728,NON_HATE,"Herr Kollege Pentz, ich darf Sie bitten, sich etwas mehr zu 
beherrschen.",,
praesidium,Präsidentin Astrid Wallmann,,2022-11-16,0.77,NON_HATE,"Vielen Dank.  Als Nächstem darf ich Herrn Abg. Eckert 
von der SPD-Fraktion das Wort geben.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2021-07-08,0.77,NON_HATE,Vielen Dank.  Als Nächste ist Frau Wissler an der Reihe.,,
praesidium,Vizepräsidentin Karin Müller,,2020-12-11,0.7667,NON_HATE,"Ein bisschen mehr Ruhe, bitte.  Herr Abg. Rock hat das 
Wort.",,
praesidium,Präsident Boris Rhein,,2021-09-30,0.7662,NON_HATE,"Vielen Dank, Kollege Lotz.  Nächste Rednerin ist die 
Abg. Wiebke Knell für die Freien Demokraten.",,
praesidium,Präsident Boris Rhein,,2022-05-11,0.7649,NON_HATE,"Vielen Dank, Herr Kollege Kahnt.  Die nächste Rednerin 
ist die Abg. Kula für die Fraktion DIE LINKE.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2019-12-13,0.7648,NON_HATE,"Vielen Dank, Herr Kollege Promny.  Als Nächster kommt 
Kollege May von den GRÜNEN.",,
praesidium,Präsident Boris Rhein,,2021-05-18,0.7641,NON_HATE,"Die nächste Zusatzfrage stellt der Fragesteller selbst, Herr 
Kollege Bocklet.",,
praesidium,Präsident Boris Rhein,,2020-07-02,0.7631,NON_HATE,"Vielen Dank, Herr Bocklet.  Nächste Rednerin ist die 
Kollegin Christiane Böhm für die Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-06-29,0.761,NON_HATE,"Als ersten Redner bitte ich Herrn Pürsün von der FDP ans 
Rednerpult.",,
praesidium,Präsidentin Astrid Wallmann,,2022-12-06,0.7535,NON_HATE,"Vielen Dank.  Herr Kultusminister Prof. Dr. Lorz, Sie 
haben das Wort.",,
praesidium,Präsident Boris Rhein,,2021-11-11,0.749,NON_HATE,"Vielen Dank, Herr Heinz.  Nächster Redner ist der Abg. 
Hermann Schaus für die Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-01-28,0.7476,NON_HATE,"Zur Erwiderung erteile ich René Rock, dem Fraktionsvorsitzenden 
der FDP, das Wort.",,
praesidium,Präsident Boris Rhein,,2019-04-03,0.7434,NON_HATE,"Vielen Dank, Herr Wagner.  Als Nächster spricht der Vorsitzende 
der Fraktion der CDU, Michael Boddenberg, zu 
uns.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-12-08,0.7402,NON_HATE,"Vielen Dank.  Als Nächste, von der CDU-Faktion, Frau 
Kollegin Heitland.",,
praesidium,Präsident Boris Rhein,,2021-03-18,0.7398,NON_HATE,"Herr Kollege Lichert, vielen Dank.  Nächster Redner ist 
Herr Kollege Grumbach.",,
praesidium,Präsidentin Astrid Wallmann,,2023-06-29,0.735,NON_HATE,"Vielen Dank.  Nun hat Herr Staatsminister Beuth das 
Wort.",,
praesidium,Präsident Boris Rhein,,2019-02-28,0.7348,NON_HATE,"Sehr geehrte Damen und Herren, das Wort hat Herr Abg. 
Enners.",,
praesidium,Präsident Boris Rhein,,2019-05-21,0.7322,NON_HATE,"Vielen herzlichen Dank, Frau Ministerin.  Es gibt eine 
Zusatzfrage der Kollegin Knell. Bitte schön, Sie haben das 
Wort.",,
praesidium,Vizepräsident Frank Lortz,,2022-03-31,0.7315,NON_HATE,"Vielen Dank, Kollege Dr. Büger.  Nächster Redner ist 
Kollege Jan-Wilhelm Pohlmann, CDU-Fraktion.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2023-03-22,0.7306,NON_HATE,"Vielen Dank, Herr Kaufmann.  Kollege Kasseckert für die 
CDU.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2020-01-30,0.7294,NON_HATE,"Danke, Frau Müller-Klepper.  Für die Freien Demokraten 
erteile ich Herrn Promny das Wort.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2020-12-10,0.7264,NON_HATE,"Vielen Dank.  Es liegen keine Wortmeldungen aus dem 
Plenum mehr vor, sodass nach dem ordentlichen Arbeiten 

 vielen herzlichen Dank dafür  der Kultusminister Prof. 
Lorz das Wort hat.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2019-05-23,0.7245,NON_HATE,"Vielen Dank, Herr Becher.  Nun Herr Kollege Wilken für 
die Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-07-20,0.7239,NON_HATE,Für die CDU-Fraktion erteile ich nun Herrn Reul das Wort.,,
praesidium,Vizepräsidentin Heike Hofmann,,2022-09-22,0.7239,NON_HATE,"Für die CDU-Fraktion erteile ich nun Herrn Bamberger das 
Wort.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-01-30,0.7239,NON_HATE,"Für die AfD-Fraktion erteile ich nun Herrn Richter das 
Wort.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-06-28,0.7239,NON_HATE,"Für die CDU-Fraktion erteile ich nun Herrn Bauer das 
Wort.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-06-29,0.7239,NON_HATE,Für die FDP-Fraktion erteile ich nun Frau Knell das Wort.,,
praesidium,Präsident Boris Rhein,,2019-10-29,0.7228,NON_HATE,"Herzlichen Dank, Herr Staatsminister.  Nächster Fragesteller 
ist der Kollege Lambrou.",,
praesidium,Vizepräsident Frank Lortz,,2021-02-03,0.7213,NON_HATE,"Meine Damen und Herren, ich bitte um Aufmerksamkeit. 
Das Wort hat der Innenminister. Danach findet die Aussprache 
statt. Dann können Sie alles sagen, was Sie sagen 
wollen.",,
praesidium,Vizepräsident Frank Lortz,,2022-05-12,0.7196,NON_HATE,"Vielen Dank, Herr Kollege Lichert.  Nächster Redner ist 
der Kollege Gerntke, Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-09-03,0.7188,NON_HATE,"Für die Freien Demokraten erteile ich nun Herrn Fraktionsvorsitzenden 
Rock das Wort.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2023-07-20,0.7179,NON_HATE,"Vielen Dank, Frau Bächle-Scholz.  Frau Kollegin Kula. 
Danach Frau Kollegin Deißler für die Freien Demokraten.",,
praesidium,Präsident Boris Rhein,,2021-05-18,0.7153,NON_HATE,"Gibt es Zusatzfragen?  Keine Zusatzfragen. 

Ich rufe Frage 496 auf. Das ist die Kollegin Löber.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-11-11,0.7119,NON_HATE,"Für die Freien Demokraten erteile ich nun Herrn Pürsün 
das Wort.",,
praesidium,Präsident Boris Rhein,,2020-10-01,0.7043,NON_HATE,"Vielen Dank, Herr Kollege Dr. Naas.  Für die Landesregierung 
spricht der Finanzminister, Staatsminister Boddenberg.",,
praesidium,Präsident Boris Rhein,,2021-06-16,0.7027,NON_HATE,"Danke schön, Herr Kollege Grüger.  Nächster Redner ist 
der Abg. Felstehausen für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2019-06-17,0.7027,NON_HATE,"Herzlichen Dank, Herr Kollege Bellino.  Nächster Redner 
ist der Abg. Schaus für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2020-07-04,0.7006,NON_HATE,"Frau Kollegin Schardt-Sauer, vielen Dank.  Nächster 
Redner ist Herr Kollege Jan Schalauske für die Fraktion 
DIE LINKE.",,
praesidium,Präsidentin Astrid Wallmann,,2022-10-11,0.6969,NON_HATE,"Vielen Dank.  Ich habe jetzt noch eine Nachfrage von 
Frau Dr. Sommer.",,
praesidium,Präsident Boris Rhein,,2021-02-04,0.6879,NON_HATE,"Vielen Dank, Abg. Lenders.  Nächster Redner ist der 
Abg. Wilken für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2019-02-26,0.6863,NON_HATE,"Herzlichen Dank.  Herr Staatsminister Prof. Lorz, Sie haben 
das Wort.",,
praesidium,Präsidentin Astrid Wallmann,,2023-05-23,0.6863,NON_HATE,"Vielen Dank.  Herr Staatsminister Prof. Lorz, Sie haben 
das Wort.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2023-07-18,0.6847,NON_HATE,"Danke, Herr Felstehausen.  Für die CDU-Fraktion erteile 
ich Herrn Pohlmann das Wort.",,
praesidium,Vizepräsidentin Karin Müller,,2022-11-15,0.6847,NON_HATE,"Vielen Dank, Herr Abg. Reul.  Für die Fraktion der Freien 
Demokraten hat jetzt der Abg. Dr. h.c. Hahn das Wort.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2022-09-22,0.6847,NON_HATE,"Danke, Herr Bamberger.  Für die AfD-Fraktion erteile ich 
Herrn Gagel das Wort.",,
praesidium,Präsidentin Astrid Wallmann,,2023-02-14,0.6801,NON_HATE,"Vielen Dank.  Herr Staatsminister Boddenberg, Sie haben 
das Wort.",,
praesidium,Präsident Boris Rhein,,2019-04-04,0.6695,NON_HATE,"Vielen Dank an Sie, Frau Kollegin.  Nächster Redner ist 
der Abg. Marcus Bocklet. Sie haben das Wort, Herr Kollege 
Bocklet.",,
praesidium,Präsidentin Astrid Wallmann,,2023-01-25,0.6685,NON_HATE,"Vielen Dank.  Als nächstem Redner darf ich Herrn Abg. 
Felstehausen, Fraktion DIE LINKE, das Wort erteilen.",,
praesidium,Präsident Boris Rhein,,2020-02-18,0.6676,NON_HATE,"Vielen Dank.  Die nächste Zusatzfrage kommt vom Kollegen 
Dr. Grobe.",,
praesidium,Vizepräsident Frank Lortz,,2022-11-17,0.6653,NON_HATE,"Vielen Dank, Frau Kollegin Heimer.  Das Wort hat jetzt 
Frau Kollegin Dr. Daniela Sommer. Daniela, bitte.",,
praesidium,Präsident Boris Rhein,,2021-09-30,0.6615,NON_HATE,"Vielen Dank, Frau Barth.  Nächster Redner ist der Kollege 
Schalauske, Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Karin Müller,,2022-05-12,0.6582,NON_HATE,"Vielen Dank.  Jetzt spricht Frau Dr. Sommer für die SPD-
Fraktion.",,
praesidium,Präsident Boris Rhein,,2020-05-05,0.6479,NON_HATE,"Vielen Dank, Frau Kollegin Böhm.  Nächster Redner ist 
der Kollege Pürsün für die Freien Demokraten.",,
praesidium,Vizepräsident Frank Lortz,,2023-07-19,0.6477,NON_HATE,"Jetzt hat der Sozialminister, Staatsminister Klose, das 
Wort. Kai, bitte.",,
praesidium,Präsident Boris Rhein,,2020-06-25,0.642,NON_HATE,"Vielen Dank, Herr Kollege Rock.  Frau Kollegin Ravensburg, 
möchten Sie erwidern?  Nein, das ist nicht der Fall. 
Dann spricht jetzt für die Landesregierung Herr Staatsminister 
Klose.",,
praesidium,Vizepräsident Frank Lortz,,2022-07-13,0.6397,NON_HATE,"Herzlichen Dank.  Die nächste Rednerin ist Frau Kollegin 
Böhm, Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Karin Müller,,2022-12-07,0.6386,NON_HATE,"Vielen Dank, Herr Staatsminister Klose. 

(Minister Kai Klose: Ich bin noch nicht fertig!) 

 Ah so; dann weise ich Sie aber darauf hin, dass elf 
Minuten bald rum sind.",,
praesidium,Präsident Boris Rhein,,2022-03-30,0.6273,NON_HATE,"Herr Kollege Pürsün, vielen Dank.  Nächster Redner ist 
Herr Abg. Volker Richter. Er spricht für die AfD-Fraktion.",,
praesidium,Vizepräsident Frank Lortz,,2022-02-03,0.6259,NON_HATE,"Vielen Dank, Frau Kollegin Ravensburg.  Jetzt hat Frau 
Kollegin Böhm, Fraktion DIE LINKE, das Wort.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2021-03-17,0.6258,NON_HATE,"Vielen herzlichen Dank, Herr Kollege Bauer.  Als Nächsten 
darf ich Herrn Kollegen Rudolph für die Fraktion der 
Sozialdemokraten bitten. Dass hier gerade ein Stabwechsel 
stattgefunden hat, hat gar nicht gestört. Sie haben das Wort.",,
praesidium,Präsidentin Astrid Wallmann,,2022-07-12,0.6218,NON_HATE,Nun darf ich noch Herrn Abg. Gagel das Wort geben.,,
praesidium,Vizepräsident Frank Lortz,,2022-11-16,0.6211,NON_HATE,"Vielen Dank, Kollege Christian Heinz.  Nächster Redner 
ist der Kollege Felix Martin.",,
praesidium,Vizepräsident Frank Lortz,,2019-12-11,0.6172,NON_HATE,"Vielen Dank, Kollege Vohl.  Das Wort erhält nun der 
Abg. Hermann Schaus von der Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Karin Müller,,2019-02-27,0.6151,NON_HATE,"Frau Kollegin Anders, erlauben Sie eine Zwischenfrage 
des Abg. Rock?",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2023-09-19,0.6116,NON_HATE,"Vielen Dank, Herr Dr. Naas.  Die nächste Wortmeldung, 
Kollege Schalauske für die Fraktion DIE LINKE.",,
praesidium,Präsident Boris Rhein,,2020-03-24,0.6104,NON_HATE,"Vielen Dank, Frau Kollegin Wissler.  Nächster Redner ist 
Michael Boddenberg, der Vorsitzende der Fraktion der 
CDU.",,
praesidium,Präsidentin Astrid Wallmann,,2023-02-16,0.6101,NON_HATE,"Vielen Dank.  Als Nächstem darf ich dem Fraktionsvorsitzenden 
der SPD, Herrn Günter Rudolph, das Wort erteilen.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-12-08,0.609,NON_HATE,Als Nächsten bitte ich Herrn Honka von der CDU ans Rednerpult.,,
praesidium,Vizepräsidentin Heike Hofmann,,2021-04-29,0.609,NON_HATE,"Als Nächsten bitte ich Herrn Promny von der FDP ans 
Rednerpult.",,
praesidium,Präsident Boris Rhein,,2020-11-11,0.5942,NON_HATE,"Vielen Dank, Herr Kaufmann.  Nächster Redner ist der 
Kollege Torsten Warnecke für die Sozialdemokraten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-01-25,0.594,NON_HATE,"Für die AfD-Fraktion bitte ich nun Herrn Schulz ans Rednerpult. 

10228",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-12-09,0.5914,NON_HATE,"Für die Landesregierung erteile ich nun Frau Justizministerin 
Kühne-Hörmann das Wort.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-02-02,0.5914,NON_HATE,"Für die Landesregierung erteile ich nun Frau Justizministerin 
Kühne-Hörmann das Wort.",,
praesidium,Präsident Boris Rhein,,2019-10-31,0.5883,NON_HATE,"Vielen Dank, Frau Kollegin Schmidt.  Der nächste Redner 
ist der Kollege Andreas Hofmeister für die CDU.",,
praesidium,Präsident Boris Rhein,,2020-05-05,0.5847,NON_HATE,"Vielen Dank, Herr Kollege Rock.  Nächste Rednerin ist 
die Vorsitzende der Fraktion DIE LINKE, Frau Kollegin 
Wissler.",,
praesidium,Präsident Boris Rhein,,2019-02-26,0.5846,NON_HATE,"Danke, Frau Kollegin Schmidt.  Nächster Redner ist der 
Kollege Bolldorf für die Fraktion der AfD. Bitte schön, Sie 
haben das Wort. Fünf Minuten.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2019-09-25,0.5736,NON_HATE,"Frau Papst-Dippel, danke.  Für die Fraktion der GRÜNEN 
erteile ich Frau Goldbach das Wort.",,
praesidium,Präsident Boris Rhein,,2020-05-06,0.5718,NON_HATE,"Vielen Dank, Herr Kollege Schalauske.  Herr Dr. Grobe, 
Sie haben die nächste Möglichkeit zur Kurzintervention.",,
praesidium,Präsidentin Astrid Wallmann,,2023-03-23,0.5705,NON_HATE,"Vielen Dank.  Als Nächster hat Herr Dr. h.c. Hahn von 
den Freien Demokraten das Wort.",,
praesidium,Präsident Boris Rhein,,2019-12-12,0.5655,NON_HATE,"Frau Dr. Sommer, vielen Dank.  Nächste Rednerin ist 
Frau Kollegin Heitland. Sie spricht für die CDU-Fraktion.",,
praesidium,"Boris Rhein, Ministerpräsident",,2022-05-31,0.5636,NON_HATE,"Vielen Dank, Herr Staatsminister Boddenberg.  Herr 
Staatsminister Prof. Dr. Poseck.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-10-12,0.5503,NON_HATE,"Vielen Dank, Frau Kollegin Schmidt.  Das Wort hat Frau 
Kula für die Fraktion DIE LINKE.",,
praesidium,Präsidentin Astrid Wallmann,,2023-02-14,0.5438,NON_HATE,"Als Nächstem darf ich Herrn Schneider um seine Nachfrage 
bitten. Sie haben das Wort.",,
praesidium,Präsident Boris Rhein,,2020-05-26,0.5417,NON_HATE,"Herzlichen Dank.  Gibt es Zusatzfragen?  Kollege Yanki 
Pürsün.",,
praesidium,Vizepräsident Frank Lortz,,2023-02-15,0.5405,NON_HATE,"Vielen Dank, Herr Minister.  Der Gesetzentwurf ist eingebracht. 
Ich eröffne die Debatte. Es beginnt Frau Kollegin 
Petra Heimer, Fraktion DIE LINKE.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-10-01,0.5387,NON_HATE,"Als Nächstem erteile ich dem Fraktionsvorsitzenden der 
FDP, Herrn Rock, das Wort.",,
praesidium,Vizepräsident Frank Lortz,,2022-07-14,0.526,NON_HATE,"Vielen Dank, Kollege May.  Jetzt hat die Staatsministerin 
Dorn das Wort. Bitte sehr.",,
praesidium,Vielen Dank Herr Präsident.  Ich frage die Landesregierung,,2023-06-27,0.5228,NON_HATE,"Wie hoch ist die Nachfrage für das Hessische Solarkataster, 
in dem die Potenziale für Dach- und Freiflächenfotovoltaik 
niedrigschwellig nachgeprüft werden können?",,
praesidium,Präsident Boris Rhein,,2022-05-10,0.5211,NON_HATE,"Vielen Dank, Herr Staatsminister.  Nächster Zusatzfragensteller 
ist der Kollege Dr. Naas.",,
praesidium,Präsident Boris Rhein,,2020-09-03,0.514,NON_HATE,"Danke sehr, Frau Papst-Dippel.  Nächster Redner ist der 
Kollege Yanki Pürsün, Fraktion der Freien Demokraten.",,
praesidium,"Frau Präsidentin, vielen Dank.  Ich frage die Landesregierung",,2022-11-15,0.5084,NON_HATE,"Welches Ziel verfolgt sie mit der sonderpädagogischen 
Grundzuweisung an Schulen?",,
praesidium,Präsident Boris Rhein,,2020-09-29,0.5017,NON_HATE,"Vielen Dank, Herr Minister.  Ich habe noch eine Zusatzfrage 
von Herrn Dr. Naas. Danach kann der Fragesteller 
selbst noch eine Frage stellen.",,
praesidium,Präsident Boris Rhein,,2020-11-11,0.5016,NON_HATE,"Herzlichen Dank, Frau Kollegin Schardt-Sauer.  Nächster 
Redner ist der Abg. Jan Schalauske für die Fraktion DIE 
LINKE.",,
praesidium,Vizepräsidentin Karin Müller,,2023-02-15,0.5014,NON_HATE,"Vielen Dank, Frau Abg. Papst-Dippel.  Für die Fraktion 
DIE LINKE hat nun die Fraktionsvorsitzende Kula das 
Wort.",,
prozedural,Frank Diefenbach,BÜNDNIS 90/DIE GRÜNEN,2019-09-25,0.8736,NON_HATE,"Vielen Dank für die Gewährung der Zwischenfrage.  Ich 
frage Sie, ob Sie an dem eben benutzten Begriff Arroganz 
festhalten möchten.",,
